id;  word;pos;translate
4051;   hopefully;r;semoga
4052;   readily;r;segera
4053;   cooperate;v;bekerja sama
4054;   revolutionary;j;revolusioner
4055;   romance;n;percintaan
4056;   hardware;n;perangkat keras
4057;   pillow;n;bantal
4058;   kit;n;kotak
4059;   cook;n;koki
4060;   spread;n;penyebaran
4061;   continent;n;benua
4062;   seal;v;menyegel
4063;   circuit;n;sirkuit
4064;   sink;n;wastafel
4065;   ruling;n;berkuasa
4066;   shortage;n;kekurangan
4067;   annually;r;setiap tahun
4068;   lately;r;belakangan ini
4069;   trap;n;perangkap
4070;   scan;v;megamati
4071;   fool;n;orang bodoh
4072;   deadline;n;batas waktu
4073;   rear;j;belakang
4074;   processing;n;pengolahan
4075;   ranch;n;peternakan
4076;   coastal;j;berhubungan dgn pesisir
4077;   undertake;v;melakukan
4078;   softly;r;dengan lembut
4079;   reserve;v;memesan
4080;   burning;j;panas
4081;   verbal;j;lisan
4082;   tribal;j;kesukuan
4083;   ridiculous;j;konyol
4084;   automatic;j;otomatis
4085;   diamond;n;berlian
4086;   credibility;n;kredibilitas
4087;   import;n;impor
4088;   sexually;r;secara seksual
4089;   spring;v;muncul
4090;   way;r;jauh
4091;   divine;j;bersifat ketuhanan
4092;   sentiment;n;sentimen
4093;   cart;n;gerobak
4094;   oversee;v;mengawasi
4095;   stem;v;membendung
4096;   elder;n;ketua
4097;   pro;n;pro
4098;   inspiration;n;inspirasi
4099;   dutch;j;belanda
4100;   quantity;n;kuantitas
4101;   trailer;n;karavan
4102;   mate;n;pasangan
4103;   o'clock;r;tepat jam
4104;   greek;j;yunani
4105;   genius;n;jenius
4106;   monument;n;monumen
4107;   bid;n;taruhan
4108;   quest;n;pencarian
4109;   sacrifice;n;pengorbanan
4110;   invitation;n;undangan
4111;   accuracy;n;ketepatan
4112;   juror;n;anggota juri
4113;   officially;r;secara resmi
4114;   broker;n;makelar
4115;   treasure;n;harta
4116;   loyalty;n;loyalitas
4117;   credit;v;berhutang budi
4118;   shock;v;mengguncang
4119;   talented;j;berbakat
4120;   gasoline;n;bensin
4121;   stiff;j;kaku
4122;   output;n;keluaran
4123;   nominee;n;calon
4124;   extended;j;yang diperpanjang
4125;   please;v;menyenangkan
4126;   diabetes;n;diabetes
4127;   slap;v;menampar
4128;   toxic;j;racun
4129;   alleged;j;yang diduga kuat
4130;   jaw;n;rahang
4131;   grief;n;kesedihan
4132;   mysterious;j;gaib
4133;   rocket;n;roket
4134;   donate;v;menyumbangkan
4135;   inmate;n;tahanan
4136;   tackle;v;mengatasi
4137;   dynamics;n;dinamika
4138;   bow;n;busur
4139;   ours;p;milik kita
4140;   senior;n;senior
4141;   dignity;n;martabat
4142;   carpet;n;karpet
4143;   parental;j;orang tua
4144;   bubble;n;gelembung
4145;   heat;v;memanaskan
4146;   buddy;n;sobat
4147;   barn;n;lumbung
4148;   sword;n;pedang
4149;   flash;n;kilat
4150;   seventh;m;ketujuh
4151;   glory;n;kejayaan
4152;   tightly;r;dengan rapat/kencang
4153;   protective;j;bersifat melindungi
4154;   tuck;v;menyelipkan
4155;   drum;n;drum
4156;   faint;j;lemah
4157;   post;v;mengumumkan
4158;   queen;n;ratu
4159;   dilemma;n;dilema
4160;   input;n;masukan
4161;   specialize;v;mengkhususkan
4162;   northeast;n;timur laut
4163;   shallow;j;dangkal
4164;   liability;n;ketidakbebasan
4165;   sail;v;berlayar
4166;   merchant;n;pedagang
4167;   stadium;n;stadion
4168;   improved;j;yang meningkat hasilnya
4169;   bloody;j;berdarah
4170;   defeat;n;kekalahan
4171;   associated;j;terkait
4172;   withdrawal;n;penarikan
4173;   refrigerator;n;kulkas
4174;   nest;n;sarang
4175;   near;j;dekat
4176;   thoroughly;r;sepenuhnya
4177;   lane;n;jalan kecil
4178;   ancestor;n;leluhur
4179;   condemn;v;mengutuk
4180;   steam;n;uap
4181;   accent;n;aksen
4182;   escape;n;pelarian
4183;   optimistic;j;optimis
4184;   unite;v;bersatu
4185;   cage;n;kandang
4186;   equip;v;melengkapi
4187;   shrimp;n;udang
4188;   homeland;n;tanah air
4189;   exchange;v;bertukar
4190;   rack;n;rak
4191;   costume;n;kostum
4192;   wolf;n;serigala
4193;   courtroom;n;ruang sidang
4194;   statute;n;undang-undang
4195;   cartoon;n;kartun
4196;   besides;i;selain
4197;   productivity;n;produktifitas
4198;   grin;v;menyeringai
4199;   symbolic;j;simbolis
4200;   seal;n;segel
4201;   bug;n;bug
4202;   bless;v;memberkati
4203;   aunt;n;bibi
4204;   agriculture;n;pertanian
4205;   rock;v;bergoyang
4206;   hostile;j;bermusuhan
4207;   root;v;membasmi
4208;   conceive;v;memahami
4209;   combined;j;gabungan
4210;   instantly;r;segera
4211;   bankruptcy;n;kebangkrutan
4212;   vaccine;n;vaksin
4213;   bonus;n;bonus
4214;   collaboration;n;kolaborasi
4215;   mixed;j;campur aduk
4216;   opposed;i;bersebrangan
4217;   orbit;n;orbit
4218;   grasp;v;memahami
4219;   patience;n;kesabaran
4220;   spite;i;dendam
4221;   tropical;j;tropis
4222;   voting;n;pemungutan suara
4223;   patrol;n;patroli
4224;   willingness;n;kerelaan
4225;   position;v;menempatkan
4226;   revelation;n;wahyu
4227;   rent;n;uang sewa
4228;   calm;v;menenangkan
4229;   jewelry;n;perhiasan
4230;   cuban;j;kuba
4231;   haul;v;mengangkut
4232;   concede;v;mengakui
4233;   trace;n;jejak
4234;   wagon;n;gerobak
4235;   afterward;r;kemudian
4236;   spectacular;j;spektakuler
4237;   ruin;v;merusak
4238;   sheer;j;belaka
4239;   prior;j;sebelumnya
4240;   immune;j;imun
4241;   reliability;n;kehandalan
4242;   ass;n;pantat
4243;   alongside;i;di samping
4244;   bush;n;semak
4245;   exotic;j;eksotik
4246;   fascinating;j;menarik
4247;   secure;j;aman
4248;   clip;n;klip
4249;   thigh;n;paha
4250;   bull;n;banteng
4251;   drawer;n;laci
4252;   regard;i;menganggap
4253;   sheep;n;domba
4254;   discourage;v;mengecilkan hati
4255;   coordinator;n;koordinator
4256;   ideological;j;ideologis
4257;   runner;n;pelari
4258;   secular;j;sekuler
4259;   intimate;j;intim
4260;   empire;n;kekaisaran
4261;   cab;n;taksi
4262;   divorce;v;bercerai
4263;   exam;n;ujian
4264;   documentary;n;dokumenter
4265;   neutral;j;netral
4266;   biology;n;biologi
4267;   flexible;j;fleksibel
4268;   progressive;j;progresif
4269;   web;n;web
4270;   conspiracy;n;konspirasi
4271;   catch;n;tangkapan
4272;   casualty;n;korban
4273;   republic;n;republik
4274;   execution;n;eksekusi
4275;   terrific;j;luar biasa
4276;   whale;n;ikan paus
4277;   functional;j;fungsional
4278;   star;v;membintangi
4279;   draft;v;mengkonsep
4280;   instinct;n;naluri
4281;   teammate;n;rekan satu tim
4282;   aluminum;n;aluminium
4283;   whoever;p;siapapun
4284;   ministry;n;kementerian
4285;   verdict;n;putusan
4286;   instruct;v;menginstruksikan
4287;   skull;n;tengkorak
4288;   self-esteem;n;penghargaan diri sendiri
4289;   ease;n;kenyamanan
4290;   cooperative;j;mau bekerja sama
4291;   manipulate;v;memanipulasi
4292;   bee;n;lebah
4293;   practitioner;n;praktisi
4294;   loop;n;putaran
4295;   edit;v;meredaksi
4296;   whip;v;mencambuk
4297;   puzzle;n;teka teki
4298;   mushroom;n;jamur
4299;   subsidy;n;subsidi
4300;   boil;v;mendidih
4301;   tragic;j;tragis
4302;   mathematics;n;matematika
4303;   mechanic;n;montir
4304;   jar;n;kendi
4305;   respect;i;menghormati
4306;   earthquake;n;gempa bumi
4307;   pork;n;babi
4308;   creativity;n;kreativitas
4309;   safely;r;dengan aman
4310;   underlying;j;mendasari
4311;   dessert;n;pencuci mulut
4312;   sympathy;n;simpati
4313;   fisherman;n;nelayan
4314;   incredibly;r;luar biasa
4315;   isolation;n;pemisahan
4316;   sock;n;kaus kaki
4317;   near;r;dekat
4318;   jump;n;lompatan
4319;   eleven;m;sebelas
4320;   sexy;j;seksi
4321;   entrepreneur;n;pengusaha
4322;   syndrome;n;sindroma
4323;   bureau;n;biro
4324;   seat;v;mendudukkan
4325;   workplace;n;tempat kerja
4326;   ambition;n;ambisi
4327;   touchdown;n;pendaratan
4328;   utilize;v;memanfaatkan
4329;   breeze;n;angin sepoi-sepoi
4330;   costly;j;mahal
4331;   ambitious;j;ambisius
4332;   christianity;n;kekristenan
4333;   presumably;r;agaknya
4334;   influential;j;berpengaruh
4335;   translation;n;terjemahan
4336;   uncertain;j;tidak pasti
4337;   dissolve;v;larut
4338;   object;v;berkeberatan
4339;   statistical;j;statistik
4340;   gut;n;usus
4341;   metropolitan;j;metropolitan
4342;   rolling;j;bergulir
4343;   aesthetic;j;estetis
4344;   spell;v;mengeja
4345;   insert;v;memasukkan
4346;   booth;n;stan
4347;   helmet;n;helm
4348;   waist;n;pinggang
4349;   expected;j;diharapkan
4350;   lion;n;singa
4351;   accomplishment;n;pencapaian
4352;   royal;j;kerajaan
4353;   panic;n;panik
4354;   cast;n;cetakan
4355;   crush;v;menghancurkan
4356;   actively;r;dengan aktif
4357;   cliff;n;jurang
4358;   minimal;j;minimal
4359;   cord;n;tali
4360;   fortunately;r;untunglah
4361;   cocaine;n;kokain
4362;   illusion;n;ilusi
4363;   anonymous;j;anonim
4364;   tolerate;v;mentolerir
4365;   appreciation;n;apresiasi
4366;   commissioner;n;komisaris
4367;   harm;v;membahayakan
4368;   flexibility;n;fleksibilitas
4369;   instructional;j;instruksional
4370;   scramble;v;berebut
4371;   casino;n;kasino
4372;   tumor;n;tumor
4373;   decorate;v;menghias
4374;   sort;v;menyortir
4375;   charge;i;biaya
4376;   pulse;n;nadi
4377;   equivalent;n;setara
4378;   fixed;j;tetap
4379;   experienced;j;berpengalaman
4380;   donation;n;sumbangan
4381;   diary;n;buku harian
4382;   sibling;n;saudara kandung
4383;   irony;n;ironi
4384;   spoon;n;sendok
4385;   midst;n;tengah
4386;   alley;n;gang
4387;   upset;j;kecewa
4388;   interact;v;berinteraksi
4389;   soap;n;sabun mandi
4390;   cute;j;imut
4391;   rival;n;saingan
4392;   short-term;j;jangka pendek
4393;   punch;v;meninju
4394;   pin;n;pin
4395;   hockey;n;olahraga hoki
4396;   passing;j;lewat
4397;   persist;v;bertahan
4398;   supplier;n;pemasok
4399;   known;j;dikenal
4400;   momentum;n;momentum
4401;   purse;n;tas
4402;   shed;v;menumpahkan
4403;   liquid;n;cair
4404;   icon;n;ikon
4405;   elephant;n;gajah
4406;   consequently;r;alhasil
4407;   legislature;n;badan legislatif
4408;   associate;n;rekan
4409;   franchise;n;waralaba
4410;   correctly;r;dengan benar
4411;   mentally;r;secara mental
4412;   foster;v;membantu perkembangan
4413;   bicycle;n;sepeda
4414;   encouraging;j;mendorong
4415;   cheat;v;curang
4416;   access;v;mengakses
4417;   heal;v;menyembuhkan
4418;   fever;n;demam
4419;   filter;n;penyaring
4420;   rabbit;n;kelinci
4421;   coin;n;koin
4422;   exploit;v;mengeksploitasi
4423;   accessible;j;dapat diakses
4424;   organism;n;organisme
4425;   sensation;n;sensasi
4426;   partially;r;sebagian
4427;   stay;n;tinggal
4428;   upstairs;r;di atas
4429;   dried;j;kering
4430;   minimum;n;minimum
4431;   pro;j;pro
4432;   conservation;n;konservasi
4433;   shove;v;mendorong
4434;   backyard;n;halaman belakang
4435;   charter;n;piagam
4436;   stove;n;kompor
4437;   consent;n;persetujuan
4438;   comprise;v;meliputi
4439;   reminder;n;peringatan
4440;   alike;r;serupa
4441;   placement;n;penempatan
4442;   dough;n;adonan
4443;   grandchild;n;cucu
4444;   dam;n;bendungan
4445;   reportedly;r;kabarnya
4446;   well-known;j;terkenal
4447;   surrounding;j;sekitarnya
4448;   ecological;j;ekologis
4449;   outfit;n;pakaian
4450;   unprecedented;j;blm prnh terjadi sebelumnya
4451;   columnist;n;kolumnis
4452;   workout;n;latihan
4453;   preliminary;j;pendahuluan
4454;   patent;n;paten
4455;   shy;j;malu
4456;   quote;n;kutipan
4457;   trash;n;sampah
4458;   disabled;j;cacat
4459;   gross;j;kotor
4460;   damn;j;mengutuk
4461;   hormone;n;hormon
4462;   texture;n;tekstur
4463;   counter;v;melawan
4464;   pencil;n;pensil
4465;   associate;j;rekan
4466;   frontier;n;perbatasan
4467;   spray;n;semprotan
4468;   bet;n;taruhan
4469;   disclose;v;membuka
4470;   custody;n;tahanan
4471;   banker;n;bankir
4472;   beast;n;binatang buas
4473;   interfere;v;mengganggu
4474;   oak;n;ek
4475;   case;c;hal
4476;   eighth;m;kedelapan
4477;   notebook;n;buku catatan
4478;   outline;v;menguraikan
4479;   gaze;v;menatap
4480;   attendance;n;kehadiran
4481;   speculation;n;spekulasi
4482;   uncover;v;menemukan
4483;   behalf;i;kepentingan
4484;   innovative;j;inovatif
4485;   shark;n;hiu
4486;   reward;v;menghargai
4487;   mill;n;pabrik penggilingan
4488;   installation;n;instalasi
4489;   stimulate;v;merangsang
4490;   tag;n;label
4491;   vertical;j;vertikal
4492;   swimming;n;renang
4493;   fleet;n;armada kapal
4494;   catalog;n;katalog
4495;   outsider;n;orang luar
4496;   sacrifice;v;berkorban
4497;   desperately;r;dengan putus asa
4498;   stance;n;pendirian
4499;   compel;v;memaksa
4500;   sensitivity;n;kepekaan
4501;   someday;r;suatu hari nanti
4502;   instant;j;instan
4503;   debut;n;debut
4504;   proclaim;v;menyatakan
4505;   worldwide;r;di seluruh dunia
4506;   hike;v;berjalan kaki
4507;   required;j;wajib
4508;   confrontation;n;konfrontasi
4509;   colorful;j;penuh warna
4510;   ideal;n;ideal
4511;   constitution;n;konstitusi
4512;   trainer;n;pelatih
4513;  thanksgiving;n;thanksgiving
4514;   scent;n;pengharum
4515;   stack;n;tumpukan
4516;   eyebrow;n;alis
4517;   sack;n;karung
4518;   cease;v;berhenti
4519;   inherit;v;mewarisi
4520;   tray;n;baki
4521;   pioneer;n;pelopor
4522;   organizational;j;organisasi
4523;   textbook;n;buku pelajaran
4524;   uh;u;eh
4525;   nasty;j;menjijikan
4526;   shrink;v;menyusut
4527;   model;v;mencontoh
4528;   emerging;j;muncul
4529;   dot;n;titik
4530;   wheat;n;gandum
4531;   fierce;j;sengit
4532;   envision;v;membayangkan
4533;   rational;j;rasional
4534;   kingdom;n;kerajaan
4535;   aisle;n;lorong
4536;   weaken;v;melemahkan
4537;   protocol;n;protokol
4538;   exclusively;r;secara khusus
4539;   vocal;j;vokal
4540;   marketplace;n;pasar
4541;   openly;r;secara terbuka
4542;   unfair;j;tidak adil
4543;   terrain;n;medan
4544;   deploy;v;menyebarkan
4545;   risky;j;berisiko
4546;   pasta;n;semacam spageti
4547;   genre;n;aliran
4548;   distract;v;mengalihkan
4549;   merit;n;pantas
4550;   planner;n;perencana
4551;   depressed;j;murung
4552;   chunk;n;bingkah
4553;   closest;j;paling dekat
4554;   discount;n;diskon
4555;   no;d;tidak
4556;   ladder;n;tangga
4557;   jungle;n;rimba
4558;   migration;n;migrasi
4559;   breathing;n;pernafasan
4560;   invade;v;menyerbu
4561;   hurricane;n;badai
4562;   retailer;n;pengecer
4563;   classify;v;menggolongkan
4564;   wound;v;melukai
4565;   coup;n;tindakan yg tiba-tiba
4566;   aid;v;membantu
4567;   ambassador;n;duta besar
4568;   density;n;massa jenis
4569;   supportive;j;bersifat mendukung
4570;   curiosity;n;rasa ingin tahu
4571;   skip;v;melewatkan
4572;   aggression;n;agresi
4573;   stimulus;n;rangsangan
4574;   journalism;n;jurnalistik
4575;   robot;n;robot
4576;   flood;v;membanjiri
4577;   dip;v;menukik
4578;   likewise;r;demikian juga
4579;   informal;j;informal
4580;   persian;j;persia
4581;   feather;n;bulu
4582;   sphere;n;bola
4583;   tighten;v;mengencangkan
4584;   boast;v;membanggakan
4585;   pat;v;menepuk
4586;   perceived;j;dirasakan
4587;   sole;j;tunggal
4588;   publicity;n;publisitas
4589;   major;n;utama
4590;   unfold;v;membentangkan
4591;   joke;v;bercanda
4592;   well-being;n;kesejahteraan
4593;   validity;n;keabsahan
4594;   ecosystem;n;ekosistem
4595;   strictly;r;dengan ketat
4596;   partial;j;sebagian
4597;   collar;n;kerah
4598;   weed;n;rumput liar
4599;   compliance;n;pemenuhan
4600;   streak;n;garis
4601;   supposedly;r;seharusnya
4602;   added;j;menambahkan
4603;   builder;n;pembangun
4604;   glimpse;n;melihat sekilas
4605;   premise;n;dasar pikiran
4606;   specialty;n;khusus
4607;   deem;v;menganggap
4608;   artifact;n;artefak
4609;   sneak;v;menyelinap
4610;   monkey;n;monyet
4611;   mentor;n;mentor
4612;   two-thirds;m;dua pertiga
4613;   listener;n;pendengar
4614;   lightning;n;petir
4615;   legally;r;secara sah
4616;   sleeve;n;lengan
4617;   disappointment;n;kekecewaan
4618;   disturb;v;mengganggu
4619;   rib;n;tulang rusuk
4620;   excessive;j;berlebihan
4621;   high-tech;j;teknologi tinggi
4622;   debris;n;puing
4623;   pile;v;menumpuk
4624;   rod;n;tongkat
4625;   logical;j;logis
4626;   liberal;n;liberal
4627;   ash;n;abu
4628;   socially;r;secara sosial
4629;   parish;n;jemaah gereja
4630;   slavery;n;perbudakan
4631;   blank;j;kosong
4632;   commodity;n;komoditi
4633;   cure;n;penyembuhan
4634;   mineral;n;mineral
4635;   hunger;n;kelaparan
4636;   dying;j;sekarat
4637;   developmental;j;pembangunan
4638;   faster;j;lebih cepat
4639;   spare;v;meluangkan
4640;   halfway;r;setengah jalan
4641;   cure;v;menyembuhkan
4642;   equality;n;persamaan
4643;   cemetery;n;kuburan
4644;   harassment;n;gangguan
4645;   deliberately;r;dengan sengaja
4646;   fame;n;ketenaran
4647;   regret;v;menyesali
4648;   striking;j;menyolok
4649;   likelihood;n;kemungkinan
4650;   carrot;n;wortel
4651;   atop;i;di atas
4652;   toll;n;korban
4653;   rim;n;pinggiran
4654;   embarrassed;j;malu
4655;   fucking;j;sial
4656;   cling;v;melekat
4657;   isolated;j;terpencil
4658;   blink;v;berkedip
4659;   suspicious;j;mencurigakan
4660;   wheelchair;n;kursi roda
4661;   squad;n;pasukan
4662;   eligible;j;berhak
4663;   processor;n;prosesor
4664;   plunge;v;terjun
4665;   this;r;ini
4666;   sponsor;n;sponsor
4667;   grin;n;menyeringai
4668;   color;v;mewarnai
4669;   demographic;j;demografis
4670;   rain;v;menghujani
4671;   chill;n;udara dingin
4672;   refuge;n;pengungsian
4673;   steer;v;mengemudikan
4674;   legislator;n;legislator
4675;   rally;n;rapat umum
4676;   programming;n;pemrograman
4677;   cheer;v;bersorak
4678;   outlet;n;toko
4679;   intact;j;utuh
4680;   vendor;n;penjaja
4681;   thrive;v;berkembang
4682;   peanut;n;kacang
4683;   chew;v;mengunyah
4684;   elaborate;j;rumit
4685;   intellectual;n;intelektual
4686;   conception;n;pembuahan
4687;   auction;n;pelelangan
4688;   steak;n;daging panggang
4689;   comply;v;memenuhi
4690;   triumph;n;kemenangan
4691;   shareholder;n;pemegang saham
4692;   comparable;j;dapat dibandingkan
4693;   transport;v;mengangkut
4694;   conscience;n;hati nurani
4695;   calculation;n;perhitungan
4696;   considerably;r;sangat
4697;   interval;n;jeda waktu
4698;   scratch;v;menggaruk
4699;   awake;j;bangun
4700;   jurisdiction;n;yurisdiksi
4701;   inevitably;r;mau tak mau
4702;   feminist;j;feminis
4703;   constraint;n;paksaan
4704;   emotionally;r;dengan emosi
4705;   expedition;n;ekspedisi
4706;   allegedly;r;diduga
4707;   compromise;v;berkompromi
4708;   strain;v;menyiksa
4709;   similarity;n;kesamaan
4710;   butt;n;pantat
4711;   lid;n;tutup
4712;   dumb;j;bodoh
4713;   bulk;n;jumlah besar
4714;   sprinkle;v;memerciki
4715;   mortality;n;kematian
4716;   philosophical;j;filosofis
4717;   conversion;n;perubahan
4718;   patron;n;pelindung
4719;   municipal;j;berkaitan dengan kota
4720;   any;r;apa saja
4721;   liver;n;hati
4722;   harmony;n;harmoni
4723;   solely;r;semata-mata
4724;   tolerance;n;toleransi
4725;   instant;n;instan
4726;   goat;n;kambing
4727;   arm;v;mempersenjatai
4728;   blessing;n;berkat
4729;   banana;n;pisang
4730;   running;n;aktivitas lari
4731;   palace;n;istana
4732;   formerly;r;dahulu
4733;   peasant;n;petani
4734;   neat;j;rapi
4735;   grandparent;n;eyang
4736;   lawmaker;n;anggota parlemen
4737;   supermarket;n;supermarket
4738;   cruise;n;pelayaran
4739;   mobile;j;mudah bergerak
4740;   plain;n;daratan
4741;   part;i;bagian
4742;   calendar;n;kalender
4743;   widow;n;janda
4744;   deposit;n;deposito
4745;   beard;n;jenggot
4746;   brake;n;rem
4747;   downtown;r;pusat kota
4748;   screening;n;penyaringan
4749;   impulse;n;dorongan
4750;   forbid;v;melarang
4751;   fur;n;bulu
4752;   brutal;j;brutal
4753;   predator;n;pemangsa
4754;   poke;v;menyodok
4755;   opt;v;memilih
4756;   voluntary;j;sukarela
4757;   trouble;v;menyusahkan
4758;   valid;j;sah
4759;   forum;n;forum
4760;   dancing;n;tarian
4761;   happily;r;dengan senang hati
4762;   soar;v;melonjak
4763;   removal;n;pemindahan
4764;   autonomy;n;otonomi
4765;   enact;v;menetapkan
4766;   round;v;mengitari
4767;   thread;n;benang
4768;   light;i;cahaya
4769;   landmark;n;tonggak batas
4770;   unhappy;j;tidak bahagia
4771;   offender;n;pelanggar
4772;   coming;j;yg akan datang
4773;   privately;r;secara pribadi
4774;   fraction;n;pecahan
4775;   distinctive;j;khusus
4776;   tourism;n;pariwisata
4777;   threshold;n;ambang
4778;   calm;j;tenang
4779;   routinely;r;secara rutin
4780;   suite;n;rangkaian
4781;   remark;v;mengeluarkan pendapat
4782;   regulator;n;pengatur
4783;   straw;n;sedotan
4784;   theological;j;teologis
4785;   apart;i;selain
4786;   exhaust;v;menguras
4787;   globe;n;bola dunia
4788;   fragile;j;rapuh
4789;   objection;n;keberatan
4790;   chemistry;n;kimia
4791;   old-fashioned;j;kuno
4792;   crowded;j;ramai
4793;   circle;v;mengelilingi
4794;   blast;n;ledakan
4795;   prevail;v;menang
4796;   overnight;r;semalam
4797;   denial;n;penyangkalan
4798;   rental;n;pesewaan
4799;   fantastic;j;fantastis
4800;   fragment;n;pecahan
4801;   level;j;datar
4802;   screw;v;memutarkan
4803;   warmth;n;kehangatan
4804;   undergraduate;n;sarjana
4805;   liquid;j;cair
4806;   headache;n;sakit kepala
4807;   policeman;n;polisi
4808;   yield;n;hasil
4809;   projection;n;proyeksi
4810;   battle;v;bertarung
4811;   suitable;j;cocok
4812;   mention;n;sebutan
4813;   graduation;n;wisuda
4814;   drill;v;mengebor
4815;   cruel;j;kejam
4816;   mansion;n;rumah besar
4817;   regard;n;perihal
4818;   grape;n;buah anggur
4819;   authorize;v;mengizinkan
4820;   cottage;n;pondok
4821;   driveway;n;jalan masuk
4822;   charm;n;pesona
4823;   sexuality;n;seks
4824;   loyal;j;setia
4825;   clay;n;tanah liat
4826;   pound;v;menumbuk
4827;   balloon;n;balon
4828;   invention;n;penemuan
4829;   ego;n;ego
4830;   fare;n;tarif
4831;   homework;n;pekerjaan rumah
4832;   disc;n;cakram
4833;   sofa;n;sofa
4834;   guarantee;n;jaminan
4835;   availability;n;ketersediaan
4836;   radar;n;radar
4837;   frown;v;mengerut
4838;   regain;v;mendapatkan kembali
4839;   leave;n;cuti
4840;   permit;n;izin
4841;   sweater;n;sweter
4842;   rehabilitation;n;rehabilitasi
4843;   rubber;j;karet
4844;   retreat;n;mundurnya
4845;   molecule;n;molekul
4846;   freely;r;bebas
4847;   favorable;j;baik
4848;   steadily;r;terus-terusan
4849;   veteran;j;veteran
4850;   integrated;j;terpadu
4851;   ha;u;ha
4852;   youngster;n;pemuda
4853;   broadcast;v;menyiarkan
4854;   premium;n;premium
4855;   accountability;n;akuntabilitas
4856;   overwhelm;v;membanjiri
4857;   one-third;m;sepertiga
4858;   contemplate;v;merenungkan
4859;   update;v;memperbarui
4860;   spark;v;mencetuskan
4861;   ironically;r;ironisnya
4862;   fatigue;n;kelelahan
4863;   beyond;r;jauh
4864;   speculate;v;berspekulasi
4865;   marker;n;penanda
4866;   low;r;rendah
4867;   preach;v;berkhotbah
4868;   bucket;n;ember
4869;   bomb;v;mengebom
4870;   blond;j;berambut pirang
4871;   confession;n;pengakuan
4872;   provoke;v;memprovokasi
4873;   marble;n;marmer
4874;   substantially;r;secara substansial
4875;   twist;n;memutar
4876;   defender;n;pembela
4877;   fish;v;memancing
4878;   explicit;j;eksplisit
4879;   transport;n;angkutan
4880;   disturbing;j;bersifat mengganggu
4881;   surveillance;n;pengawasan
4882;   magnetic;j;bersifat seperti magnet
4883;   technician;n;teknisi
4884;   mutter;v;bergumam
4885;   devastating;j;yg menghancurkan
4886;   depart;v;berangkat
4887;   arrow;n;panah
4888;   trauma;n;trauma
4889;   neighboring;j;berdekatan
4890;   soak;v;merendam
4891;   ribbon;n;pita
4892;   meantime;n;sementara itu
4893;   transmit;v;mengirimkan
4894;   screen;v;menyaring
4895;   harvest;n;panen
4896;   consecutive;j;berurutan
4897;   republican;j;republik
4898;   coordinate;v;berkoordinasi
4899;   worldwide;j;di seluruh dunia
4900;   within;r;dalam
4901;   spy;n;pengintai
4902;   slot;n;slot
4903;   riot;n;kerusuhan
4904;   nutrient;n;gizi
4905;   citizenship;n;kewarganegaraan
4906;   severely;r;sangat parah
4907;   sovereignty;n;kedaulatan
4908;   ridge;n;punggung bukit
4909;   brave;j;berani
4910;   lighting;n;penerangan
4911;   specify;v;menentukan
4912;   contributor;n;penyumbang
4913;   frustrate;v;mengandaskan
4914;   crowd;v;berkerumun
4915;   articulate;v;mengucapkan dgn jelas
4916;   importantly;r;yang penting
4917;   transit;n;persinggahan
4918;   dense;j;padat
4919;   seminar;n;seminar
4920;   electronics;n;elektronik
4921;   sunny;j;cerah
4922;   shorts;n;celana pendek
4923;   swell;v;membengkak
4924;   accusation;n;tuduhan
4925;   soften;v;melunakkan
4926;   photograph;v;memfoto
4927;   straighten;v;meluruskan
4928;   terribly;r;sangat
4929;   cue;n;isyarat
4930;   sudden;r;tiba-tiba
4931;   bride;n;pengantin
4932;   biography;n;biografi
4933;   hazard;n;bahaya
4934;   compelling;j;menarik
4935;   seldom;r;jarang
4936;   tile;n;ubin
4937;   economically;r;secara ekonomis
4938;   honestly;r;secara jujur
4939;   troubled;j;bermasalah
4940;   bow;v;membungkuk
4941;   twentieth;m;keduapuluh
4942;   balanced;j;seimbang
4943;   foreigner;n;orang asing
4944;   launch;n;peluncuran
4945;   convenience;n;kenyamanan
4946;   delight;n;kesenangan
4947;   weave;v;menenun
4948;   timber;n;kayu pepohonan
4949;   till;c;sampai
4950;   accurately;r;secara akurat
4951;   plea;n;permohonan
4952;   bulb;n;bohlam
4953;   copy;v;menyalin
4954;   flying;j;yang terbang
4955;   sustainable;j;berkelanjutan
4956;   devil;n;setan
4957;   bolt;n;baut
4958;   cargo;n;muatan
4959;   spine;n;tulang belakang
4960;   seller;n;penjual
4961;   skilled;j;terampil
4962;   managing;j;mengelola
4963;   public;r;umum
4964;   marine;j;berkaitan dengan laut
4965;   dock;n;dermaga
4966;   organized;j;terorganisir
4967;   fog;n;kabut
4968;   diplomat;n;diplomat
4969;   boring;j;bosan
4970;   sometime;r;beberapa waktu
4971;   summary;n;ringkasan
4972;   missionary;n;misionaris
4973;   epidemic;n;wabah
4974;   fatal;j;fatal
4975;   trim;v;memangkas
4976;   warehouse;n;gudang
4977;   accelerate;v;mempercepat
4978;   butterfly;n;kupu-kupu
4979;   bronze;n;perunggu
4980;   drown;v;menenggelamkan
4981;   inherent;j;inheren
4982;   praise;n;pujian
4983;   nationwide;r;senegeri
4984;   spit;v;meludah
4985;   harvest;v;memanen
4986;   kneel;v;berlutut
4987;   vacuum;n;kekosongan
4988;   selected;j;terpilih
